name,url,rating,location,city,area,cuisine,price,reviews,restaurant_type,num_ratings,online_delivery,table_booking,avg_cost_for_two,is_delivering_now,switch_to_order_menu
Moody Blues,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.7,"Patia, Bhubaneswar",Bhubaneswar,Patia,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,703,Dessert,2171,Yes,No,1700.0,Yes,Yes
Volt Club & Sky Lounge,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.3,"Patia, Bhubaneswar",Bhubaneswar,Patia,"North Indian, Mughlai, Biryani, Seafood, Chinese, Continental, Desserts",Medium,708,Dessert,1266,Yes,No,1000.0,No,Yes
Arabikaas Arabian Restaurant,https://www.zomato.com/bhubaneswar/patia-restaurants?page=2,4.4,"Patia, Bhubaneswar",Bhubaneswar,Patia,Biryani,Medium,479,Casual Dining,1045,Yes,No,1000.0,Yes,Yes
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.9,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,380,Cafe,479,Yes,No,2200.0,No,Yes
Saami,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.3,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,2518,Dessert,4423,Yes,No,1000.0,Yes,Yes
Romeo Lane,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.3,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Continental, European",High,279,Fine Dining,438,Yes,No,1500.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.4,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,607,Fine Dining,1482,No,Yes,1400.0,No,No
Punjab Grill,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.6,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Asian",High,1804,Fine Dining,2594,No,Yes,2000.0,No,No
Velvet Sky Lounge,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.4,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Chinese, Continental, Biryani, Fast Food, Desserts",High,2121,Dessert,2664,Yes,No,2000.0,Yes,Yes
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.8,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,,High,154,Casual Dining,248,Yes,Yes,1200.0,Yes,Yes
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.5,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"Tibetan, Nepalese",High,1008,Fine Dining,1879,Yes,Yes,1500.0,Yes,Yes
The Urban Canteen,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=1,4.6,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Asian, Beverages, Burger, Chinese, Italian, Street Food",Medium,118,Casual Dining,361,Yes,No,800.0,No,Yes
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.9,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,546,Cafe,1205,Yes,Yes,2200.0,No,Yes
Saami,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.3,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,1511,Dessert,1997,No,No,1000.0,No,No
Romeo Lane,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.3,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Continental, European",High,723,Fine Dining,1063,Yes,Yes,1500.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.4,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,196,Fine Dining,610,Yes,No,1400.0,Yes,Yes
Punjab Grill,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.6,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Asian",High,195,Fine Dining,321,No,Yes,2000.0,No,No
Velvet Sky Lounge,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.4,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Chinese, Continental, Biryani, Fast Food, Desserts",High,1202,Dessert,1557,No,No,2000.0,No,No
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.8,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,,High,567,Casual Dining,1355,Yes,Yes,1200.0,No,Yes
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.5,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"Tibetan, Nepalese",High,2699,Fine Dining,4341,Yes,Yes,1500.0,Yes,Yes
The Urban Canteen,https://www.zomato.com/bhubaneswar/jayadev-vihar-restaurants?page=2,4.6,"Jayadev Vihar, Bhubaneswar",Bhubaneswar,Jayadev Vihar,"North Indian, Asian, Beverages, Burger, Chinese, Italian, Street Food",Medium,1936,Casual Dining,4124,Yes,No,800.0,No,Yes
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.9,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,758,Cafe,2325,Yes,No,2200.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.3,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,567,Dessert,1645,Yes,No,1000.0,No,Yes
Raasta,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.4,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,3428,Fine Dining,3935,Yes,No,1400.0,No,Yes
Punjab Grill,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.6,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"North Indian, Asian",High,360,Fine Dining,614,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.4,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,333,Fine Dining,485,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.5,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Tibetan, Nepalese",High,1160,Fine Dining,1956,Yes,No,1500.0,No,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.7,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,1498,Dessert,1708,No,Yes,1700.0,No,No
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.2,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,1679,Fine Dining,4217,No,Yes,2100.0,No,No
Local Dhaba & Terrace,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=1,4.4,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Chinese, Street Food",Medium,3592,Casual Dining,4588,No,No,800.0,No,No
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.9,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,735,Cafe,859,Yes,Yes,2200.0,No,Yes
Saami,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.3,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,730,Dessert,2042,No,No,1000.0,No,No
Raasta,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.4,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,1732,Fine Dining,4270,No,No,1400.0,No,No
Punjab Grill,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.6,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"North Indian, Asian",High,2722,Fine Dining,3129,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.4,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,952,Fine Dining,2844,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.5,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Tibetan, Nepalese",High,328,Fine Dining,443,Yes,Yes,1500.0,Yes,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.7,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,1976,Dessert,2897,Yes,No,1700.0,Yes,Yes
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.2,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,1998,Fine Dining,2240,No,Yes,2100.0,No,No
Local Dhaba & Terrace,https://www.zomato.com/bhubaneswar/kharabela-nagar-restaurants?page=2,4.4,"Kharabela Nagar, Bhubaneswar",Bhubaneswar,Kharabela Nagar,"Chinese, Street Food",Medium,1112,Casual Dining,2912,No,No,800.0,No,No
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.9,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,581,Cafe,1105,Yes,No,2200.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.3,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,322,Dessert,449,Yes,No,1000.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.4,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,181,Fine Dining,419,Yes,Yes,1400.0,No,Yes
Punjab Grill,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.6,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"North Indian, Asian",High,2139,Fine Dining,3911,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.4,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,46,Fine Dining,66,No,Yes,2400.0,No,No
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.8,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,,High,1216,Casual Dining,2483,Yes,No,1200.0,Yes,Yes
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.5,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Tibetan, Nepalese",High,446,Fine Dining,656,Yes,Yes,1500.0,No,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.7,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,677,Dessert,861,Yes,No,1700.0,Yes,Yes
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=1,4.2,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,320,Fine Dining,1043,No,Yes,2100.0,No,No
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.9,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,2470,Cafe,3758,Yes,Yes,2200.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.3,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,1300,Dessert,1483,Yes,No,1000.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.4,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,517,Fine Dining,603,Yes,Yes,1400.0,Yes,Yes
Punjab Grill,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.6,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"North Indian, Asian",High,150,Fine Dining,391,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.4,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,958,Fine Dining,1594,No,Yes,2400.0,No,No
Ekaiva Bake House,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.8,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,,High,1175,Casual Dining,2571,Yes,No,1200.0,No,Yes
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.5,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Tibetan, Nepalese",High,810,Fine Dining,1423,Yes,Yes,1500.0,No,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.7,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,1082,Dessert,1280,Yes,No,1700.0,Yes,Yes
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/nayapalli-restaurants?page=2,4.2,"Nayapalli, Bhubaneswar",Bhubaneswar,Nayapalli,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,1480,Fine Dining,3426,No,Yes,2100.0,No,No
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.9,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,1403,Cafe,2035,Yes,No,2200.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.3,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,1986,Dessert,2823,No,Yes,1000.0,No,No
Raasta,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.4,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,343,Fine Dining,805,No,Yes,1400.0,No,No
Punjab Grill,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.6,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Asian",High,200,Fine Dining,368,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.4,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,1167,Fine Dining,3552,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.5,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Tibetan, Nepalese",High,2155,Fine Dining,2433,Yes,Yes,1500.0,Yes,Yes
Moody Blues,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.7,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,395,Dessert,598,No,No,1700.0,No,No
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.2,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,1258,Fine Dining,3636,No,Yes,2100.0,No,No
Tea Pot - Mayfair Lagoon,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=1,4.6,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Asian, Continental, Beverages",High,2783,Fine Dining,3349,No,Yes,3500.0,No,No
Chili's Grill & Bar,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.9,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Mexican, Italian, American, Cafe, Bar Food, Beverages, Pizza, Pasta",High,1416,Cafe,1963,Yes,No,2200.0,Yes,Yes
Saami,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.3,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Seafood, Italian, Fast Food, Desserts",Medium,1228,Dessert,1407,Yes,No,1000.0,Yes,Yes
Raasta,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.4,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Biryani, Seafood, Continental, Oriental, Chinese, Thai, Fast Food",High,933,Fine Dining,2654,No,No,1400.0,No,No
Punjab Grill,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.6,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Asian",High,214,Fine Dining,285,No,Yes,2000.0,No,No
Cafe Sundowner,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.4,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Continental, Mexican, North Indian, Chinese, Thai, Italian",High,378,Fine Dining,668,No,Yes,2400.0,No,No
Yeti - The Himalayan Kitchen,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.5,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Tibetan, Nepalese",High,978,Fine Dining,2236,No,No,1500.0,No,No
Moody Blues,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.7,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Chinese, Italian, Continental, Greek, Arabian, North Indian, Mughlai, Desserts",High,1534,Dessert,2793,Yes,No,1700.0,Yes,Yes
Lord Of The Drinks,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.2,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"Beverages, North Indian, Mughlai, Chinese, Italian, Fast Food, Pizza, Street Food",High,1637,Fine Dining,2834,No,Yes,2100.0,No,No
Tea Pot - Mayfair Lagoon,https://www.zomato.com/bhubaneswar/unit-4-restaurants?page=2,4.6,"Unit 4, Bhubaneswar",Bhubaneswar,Unit 4,"North Indian, Asian, Continental, Beverages",High,1242,Fine Dining,2285,No,Yes,3500.0,No,No
Yazu Pan Asian Experience,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.5,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Japanese, Asian, Thai",High,798,Fine Dining,1496,No,Yes,2000.0,No,No
Chili's Grill & Bar,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.7,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Mexican, Tex-Mex, American, Italian, Finger Food, Cafe, Pizza, Pasta",High,365,Cafe,1151,Yes,No,1400.0,No,Yes
Anardana,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.9,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"North Indian, Italian, Chinese, Modern Indian, Mughlai, Biryani, Desserts, Beverages",High,1075,Dessert,1614,Yes,No,1800.0,Yes,Yes
Sector 7 Social,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.4,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Momos, Beverages",High,218,Fine Dining,645,Yes,Yes,1500.0,Yes,Yes
Wild Thyme,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.0,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Cafe, Pizza, Italian, Asian, Pasta, Continental, Desserts, Beverages",High,1136,Cafe,1424,Yes,No,3200.0,Yes,Yes
Prankster,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.4,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"North Indian, Mughlai, Asian, BBQ, Finger Food, Street Food, Desserts, Beverages",High,1601,Dessert,2671,Yes,Yes,2600.0,Yes,Yes
Seville Bar And Lounge,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.6,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Asian, Italian, North Indian, Continental, Pizza, Mediterranean, Mughlai, Bakery",High,880,Fine Dining,1115,No,No,3000.0,No,No
Tulum Rooftop Bar & Kitchen,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.2,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Continental, Mexican, Pizza, Salad",High,376,Fine Dining,763,No,Yes,1600.0,No,No
Qizo,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=1,4.2,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Chinese, Continental, Italian, North Indian, Finger Food, Fast Food, Beverages, Desserts",High,430,Dessert,532,No,Yes,2900.0,No,No
Yazu Pan Asian Experience,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=2,4.5,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Japanese, Asian, Thai",High,1110,Fine Dining,2068,No,Yes,2000.0,No,No
Chili's Grill & Bar,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=2,4.7,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Mexican, Tex-Mex, American, Italian, Finger Food, Cafe, Pizza, Pasta",High,461,Cafe,765,No,No,1400.0,No,No
Anardana,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=2,4.9,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"North Indian, Italian, Chinese, Modern Indian, Mughlai, Biryani, Desserts, Beverages",High,348,Dessert,526,No,Yes,1800.0,No,No
Sector 7 Social,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=2,4.4,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Momos, Beverages",High,582,Fine Dining,1234,Yes,Yes,1500.0,Yes,Yes
Wild Thyme,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=2,4.0,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"Cafe, Pizza, Italian, Asian, Pasta, Continental, Desserts, Beverages",High,199,Cafe,373,No,No,3200.0,No,No
Prankster,https://www.zomato.com/chandigarh/sector-26-chandigarh-restaurants?page=2,4.4,"Sector 26 Chandigarh, Chandigarh",Chandigarh,Sector 26 Chandigarh,"North Indian, Mughlai, Asian, BBQ, Finger Food, Street Food, Desserts, Beverages",High,2002,Dessert,2792,Yes,No,2600.0,No,Yes
